customer_id,first_name,last_name,email,phone_number,account_type,join_date
96998899,Cindy,Simon,johnsnyder@example.net,875.349.7861,Savings,2022-04-24
97389789,Elizabeth,Miller,michelledougherty@example.com,(787)811-5029x240,Checking,2022-10-02
97468435,George,Ward,moralesalex@example.com,+1-356-408-9650x9042,Savings,2022-11-05
97493161,Dalton,Fisher,moorejennifer@example.net,504.741.2396x25049,Savings,2022-09-16
97577142,Jimmy,Wright,kiddgary@example.net,782-953-1401x84493,Credit,2025-01-18
97625962,Brian,Thomas,kyle65@example.com,(766)850-2946x6885,Credit,2025-06-22
97703518,Carol,Wells,stewartshawn@example.net,001-226-828-2768x776,Checking,2021-05-12
97768517,Nicholas,Newman,jpatel@example.net,797-409-3699,Checking,2023-08-25
97797858,Andres,Lopez,rosstraci@example.net,440.641.6874,Savings,2024-01-23
97805930,Bryan,Wright,brandonharmon@example.com,001-231-266-2113x006,Savings,2025-06-09
97834332,Nicholas,Nguyen,ljones@example.com,790.980.4618,Credit,2025-01-04
98036017,Alexander,Ruiz,fmiller@example.org,(472)787-3706x44038,Credit,2021-10-12
98191284,Ricky,Estrada,bburns@example.org,001-957-595-9977,Credit,2021-05-11
98252469,Craig,Dixon,iparker@example.org,(558)255-3803x8760,Credit,2023-04-27
98291938,Stacy,Williams,ujones@example.net,960.414.0560,Credit,2023-01-02
98336274,Kevin,Barrett,aharris@example.net,266-362-8215,Savings,2023-05-20
98401175,Jennifer,Collins,gmorrison@example.org,+1-574-389-7729,Credit,2025-07-19
98429128,Christopher,Jimenez,wallison@example.org,277-925-1732x419,Checking,2021-11-22
98503989,Jennifer,Peck,zmckay@example.net,+1-461-798-7600x0248,Credit,2024-12-13
98639357,Richard,Bell,ldavis@example.com,001-527-328-0820,Savings,2025-12-18
98641987,Marcus,Hines,jordanpierce@example.net,+1-572-960-3343,Savings,2022-09-13
98705597,Jeremy,Bennett,carlosorozco@example.org,(524)982-6318,Checking,2023-10-12
98844312,Sara,Mason,garciabrianna@example.org,(687)295-5701x5710,Savings,2022-08-08
98873896,Gina,Castillo,tbrown@example.net,(465)797-2013x4743,Checking,2023-08-14
98943334,Kristin,Thomas,rebecca60@example.com,(480)598-4728,Savings,2022-07-14
98952773,Michelle,Anderson,jhernandez@example.com,+1-408-892-0374x0422,Savings,2024-11-28
99010444,Brian,Curtis,ksmith@example.com,+1-680-357-6114x9908,Credit,2025-02-01
99094707,Matthew,Dorsey,xmoore@example.com,736.615.4336,Checking,2023-01-30
99355179,Kevin,Reid,patrickmoore@example.com,750-247-2184,Credit,2025-12-06
99400787,Theodore,Turner,loricook@example.org,248-371-2578,Credit,2021-10-04
99444891,Christine,Smith,janebell@example.net,+1-268-384-3826x5603,Savings,2024-04-22
99967023,Courtney,Roth,christine16@example.net,(931)279-0582x14263,Savings,2026-02-17
